,census_tract,cluster_label
864,04013618200,most
865,04013618300,mild
866,04013618400,mild
867,04013618500,less
868,04013618600,less
869,04013618700,less
870,04013618800,mild
871,04013618900,less
872,04013619000,less
873,04013619100,mild
874,04013619200,less
875,04013619300,most
876,04013619400,most
877,04013619500,less
878,04013619602,less
879,04013619700,less
880,04013619800,less
881,04013619900,less
882,04013723304,mild
883,04013723305,mild
884,04013723306,mild
885,04013723307,most
886,04013723309,mild
887,04013723310,mild
888,04013723311,less
889,04013810000,most
890,04013810100,less
891,04013810200,most
892,04013810300,less
893,04013810400,less
894,04013810500,less
895,04013810600,less
896,04013810700,most
897,04013810800,less
898,04013810900,less
899,04013811000,less
900,04013811100,less
901,04013811200,most
902,04013811300,less
903,04013811400,mild
904,04013811500,mild
905,04013811600,mild
906,04013811700,mild
907,04013811800,mild
908,04013811900,less
909,04013812000,most
910,04013812100,less
911,04013812200,less
912,04013812300,less
913,04013812400,most
914,04013812500,less
915,04013812600,less
916,04013812700,less
917,04013812801,mild
918,04013812802,less
919,04013812900,less
920,04013813000,less
921,04013813100,mild
922,04013813200,less
923,04013813300,less
924,04013813400,less
925,04013813500,mild
926,04013813600,less
927,04013813700,mild
928,04013813800,mild
929,04013813900,less
930,04013814000,less
931,04013814100,mild
932,04013814200,less
933,04013814300,mild
934,04013814400,mild
935,04013814500,less
936,04013814600,less
937,04013814700,mild
938,04013814801,less
939,04013814802,mild
940,04013814900,less
941,04013815000,less
942,04013815100,less
943,04013815201,less
944,04013815202,less
945,04013815203,less
946,04013815300,less
947,04013815401,less
948,04013815402,less
949,04013815501,less
950,04013815502,less
951,04013815601,less
952,04013815602,less
953,04013815700,less
954,04013815800,less
955,04013815901,less
956,04013815902,mild
957,04013816001,less
958,04013816002,mild
959,04013816003,less
960,04013816004,mild
961,04013816005,mild
962,04013816100,less
963,04013816200,less
964,04013816301,mild
965,04013816302,less
966,04013816401,mild
967,04013816402,less
968,04013816501,less
969,04013816502,mild
970,04013816600,less
971,04013816700,less
972,04013816800,mild
973,04013816901,mild
974,04013816902,less
975,04013816903,most
976,04013816904,less
977,04013817000,mild
978,04013817101,mild
979,04013817102,less
980,04013817103,less
981,04013817200,less
982,04013817300,mild
983,04013817400,mild
984,04013817500,mild
985,04013817600,less
986,04013940700,most
987,04013941000,most
988,04013941100,mild
989,04013941200,most
990,04013941300,mild
991,04013980900,less
